,degree_all,degree_centrality_all,degree_in,degree_centrality_in,degree_out,degree_centrality_out,betweenness_centrality,eigenvector_centrality,cluster
Gabpb1,13,0.024208566108007448,13,0.024208566108007448,0,0.0,0.0,0.009028691636207859,LPS_D15_MoM
Zfp410,15,0.027932960893854747,13,0.024208566108007448,2,0.0037243947858473,19.0,0.008646193669474427,LPS_D15_MoM
Areg,4,0.0074487895716946,4,0.0074487895716946,0,0.0,0.0,0.0017935997444107315,LPS_D15_MoM
Itga8,3,0.00558659217877095,3,0.00558659217877095,0,0.0,0.0,0.0030828305426712868,LPS_D15_MoM
Rnase2a,2,0.0037243947858473,2,0.0037243947858473,0,0.0,0.0,0.001574994260033704,LPS_D15_MoM
Neurod1,2,0.0037243947858473,0,0.0,2,0.0037243947858473,0.0,0.00040395684728179997,LPS_D15_MoM
Nfx1,17,0.03165735567970205,17,0.03165735567970205,0,0.0,0.0,0.010947341819566275,LPS_D15_MoM
Sp100,7,0.01303538175046555,0,0.0,7,0.01303538175046555,0.0,0.0007440231245074569,LPS_D15_MoM
Kif11,7,0.01303538175046555,7,0.01303538175046555,0,0.0,0.0,0.0045198565054152245,LPS_D15_MoM
Zfp512,12,0.0223463687150838,12,0.0223463687150838,0,0.0,0.0,0.006801282778305994,LPS_D15_MoM
Cit,5,0.00931098696461825,5,0.00931098696461825,0,0.0,0.0,0.0033656913096579925,LPS_D15_MoM
Nfatc4,1,0.00186219739292365,0,0.0,1,0.00186219739292365,0.0,0.0003008535822279367,LPS_D15_MoM
Zfp574,8,0.0148975791433892,8,0.0148975791433892,0,0.0,0.0,0.006473418061623817,LPS_D15_MoM
Spc25,6,0.0111731843575419,6,0.0111731843575419,0,0.0,0.0,0.003451744272466523,LPS_D15_MoM
Wiz,11,0.020484171322160148,11,0.020484171322160148,0,0.0,0.0,0.006010382876709322,LPS_D15_MoM
Dhfr,10,0.0186219739292365,10,0.0186219739292365,0,0.0,0.0,0.007050532584281142,LPS_D15_MoM
Hist1h2ae,13,0.024208566108007448,13,0.024208566108007448,0,0.0,0.0,0.009934136916790794,LPS_D15_MoM
Zfp609,19,0.035381750465549346,19,0.035381750465549346,0,0.0,0.0,0.010106777740116441,LPS_D15_MoM
Neurog2,1,0.00186219739292365,0,0.0,1,0.00186219739292365,0.0,0.0002658054093524471,LPS_D15_MoM
Trp73,1,0.00186219739292365,0,0.0,1,0.00186219739292365,0.0,0.0003500467474463771,LPS_D15_MoM
Zbtb22,12,0.0223463687150838,12,0.0223463687150838,0,0.0,0.0,0.008735968937252427,LPS_D15_MoM
Zfp825,6,0.0111731843575419,6,0.0111731843575419,0,0.0,0.0,0.002631391798938983,LPS_D15_MoM
Terf2,15,0.027932960893854747,15,0.027932960893854747,0,0.0,0.0,0.009236166474742916,LPS_D15_MoM
Zfp319,6,0.0111731843575419,6,0.0111731843575419,0,0.0,0.0,0.003854245668376996,LPS_D15_MoM
Mier3,11,0.020484171322160148,11,0.020484171322160148,0,0.0,0.0,0.006421451274188718,LPS_D15_MoM
Wdhd1,1,0.00186219739292365,1,0.00186219739292365,0,0.0,0.0,0.002417669374625134,LPS_D15_MoM
Blzf1,8,0.0148975791433892,8,0.0148975791433892,0,0.0,0.0,0.00320987460713905,LPS_D15_MoM
Zgpat,4,0.0074487895716946,4,0.0074487895716946,0,0.0,0.0,0.001483384870017622,LPS_D15_MoM
Nkrf,1,0.00186219739292365,1,0.00186219739292365,0,0.0,0.0,0.0009064481608548628,LPS_D15_MoM
Zfp592,14,0.0260707635009311,14,0.0260707635009311,0,0.0,0.0,0.007622672033736659,LPS_D15_MoM
D130040H23Rik,4,0.0074487895716946,4,0.0074487895716946,0,0.0,0.0,0.003178252016108768,LPS_D15_MoM
Zfp513,13,0.024208566108007448,13,0.024208566108007448,0,0.0,0.0,0.007269875880728808,LPS_D15_MoM
Hmgxb4,6,0.0111731843575419,6,0.0111731843575419,0,0.0,0.0,0.0036576229773065236,LPS_D15_MoM
Prrxl1,1,0.00186219739292365,0,0.0,1,0.00186219739292365,0.0,0.0004767633484845484,LPS_D15_MoM
Zfp212,6,0.0111731843575419,6,0.0111731843575419,0,0.0,0.0,0.0026830219902548545,LPS_D15_MoM
Zfp24,8,0.0148975791433892,8,0.0148975791433892,0,0.0,0.0,0.003850032900726316,LPS_D15_MoM
Plk1,5,0.00931098696461825,5,0.00931098696461825,0,0.0,0.0,0.003020595051908719,LPS_D15_MoM
Mis18bp1,3,0.00558659217877095,3,0.00558659217877095,0,0.0,0.0,0.002837638421898766,LPS_D15_MoM
Pias2,11,0.020484171322160148,11,0.020484171322160148,0,0.0,0.0,0.006413305728427553,LPS_D15_MoM
Zfp771,11,0.020484171322160148,11,0.020484171322160148,0,0.0,0.0,0.006812048289149854,LPS_D15_MoM
Zbtb2,8,0.0148975791433892,8,0.0148975791433892,0,0.0,0.0,0.004819875137707131,LPS_D15_MoM
Zfp280c,4,0.0074487895716946,4,0.0074487895716946,0,0.0,0.0,0.0023864417701748774,LPS_D15_MoM
Sox21,1,0.00186219739292365,0,0.0,1,0.00186219739292365,0.0,6.97488907533395e-05,LPS_D15_MoM
Kif22,3,0.00558659217877095,3,0.00558659217877095,0,0.0,0.0,0.002106629050741705,LPS_D15_MoM
Zfp687,6,0.0111731843575419,6,0.0111731843575419,0,0.0,0.0,0.004029686926947738,LPS_D15_MoM
Zfp932,6,0.0111731843575419,6,0.0111731843575419,0,0.0,0.0,0.004376234150083356,LPS_D15_MoM
Rad51,1,0.00186219739292365,1,0.00186219739292365,0,0.0,0.0,0.0007330143824107085,LPS_D15_MoM
Zfp869,2,0.0037243947858473,2,0.0037243947858473,0,0.0,0.0,0.001510761896101251,LPS_D15_MoM
Ccne2,3,0.00558659217877095,3,0.00558659217877095,0,0.0,0.0,0.0008102060391282452,LPS_D15_MoM
Kif20a,3,0.00558659217877095,3,0.00558659217877095,0,0.0,0.0,0.001706409654330527,LPS_D15_MoM
Fiz1,7,0.01303538175046555,7,0.01303538175046555,0,0.0,0.0,0.0025458434050884137,LPS_D15_MoM
Kif4,4,0.0074487895716946,4,0.0074487895716946,0,0.0,0.0,0.0020548062663178343,LPS_D15_MoM
Hoxd3,1,0.00186219739292365,0,0.0,1,0.00186219739292365,0.0,0.0004591597194723614,LPS_D15_MoM
Ncaph,3,0.00558659217877095,3,0.00558659217877095,0,0.0,0.0,0.001250213791843857,LPS_D15_MoM
Zscan21,3,0.00558659217877095,3,0.00558659217877095,0,0.0,0.0,0.0014026182311530511,LPS_D15_MoM
Sgo1,3,0.00558659217877095,3,0.00558659217877095,0,0.0,0.0,0.0016288295492970855,LPS_D15_MoM
Zic5,2,0.0037243947858473,0,0.0,2,0.0037243947858473,0.0,0.00040917064268645265,LPS_D15_MoM
Kifc1,2,0.0037243947858473,2,0.0037243947858473,0,0.0,0.0,0.0007734889623574832,LPS_D15_MoM
Kif2c,4,0.0074487895716946,4,0.0074487895716946,0,0.0,0.0,0.00225616664523957,LPS_D15_MoM
Zfp335,2,0.0037243947858473,2,0.0037243947858473,0,0.0,0.0,0.00123759383748658,LPS_D15_MoM
Dtl,2,0.0037243947858473,2,0.0037243947858473,0,0.0,0.0,0.00017422205925276074,LPS_D15_MoM
Osr2,1,0.00186219739292365,0,0.0,1,0.00186219739292365,0.0,0.0007647994630623593,LPS_D15_MoM
Adnp,3,0.00558659217877095,3,0.00558659217877095,0,0.0,0.0,0.0018631356588528214,LPS_D15_MoM
Fbxo5,3,0.00558659217877095,3,0.00558659217877095,0,0.0,0.0,0.001953877510851406,LPS_D15_MoM
Repin1,1,0.00186219739292365,1,0.00186219739292365,0,0.0,0.0,0.0007917328616792718,LPS_D15_MoM
Mkrn2,3,0.00558659217877095,3,0.00558659217877095,0,0.0,0.0,0.0010676601954658445,LPS_D15_MoM
Elf5,1,0.00186219739292365,0,0.0,1,0.00186219739292365,0.0,1.3616086095071085e-05,LPS_D15_MoM
Tfb1m,1,0.00186219739292365,1,0.00186219739292365,0,0.0,0.0,3.449399752798356e-05,LPS_D15_MoM
Zfp553,1,0.00186219739292365,1,0.00186219739292365,0,0.0,0.0,0.0007166505952886505,LPS_D15_MoM
Zhx2,1,0.00186219739292365,1,0.00186219739292365,0,0.0,0.0,0.0004833717652273966,LPS_D15_MoM
Nek2,1,0.00186219739292365,1,0.00186219739292365,0,0.0,0.0,0.0003221536643018555,LPS_D15_MoM
Foxk2,60,0.11406844106463879,8,0.015209125475285171,52,0.09885931558935361,727.0,0.4729674688230419,LPS_D15_RAM
H2-Ab1,15,0.028517110266159697,15,0.028517110266159697,0,0.0,0.0,1.0,LPS_D15_RAM
Sp3,233,0.4429657794676806,37,0.07034220532319392,196,0.3726235741444867,4232.0,0.6821249216509998,LPS_D15_RAM
Usf2,142,0.26996197718631176,25,0.04752851711026616,117,0.2224334600760456,286.0,0.5527377449412455,LPS_D15_RAM
Klf13,196,0.3726235741444867,39,0.0741444866920152,157,0.2984790874524715,1410.0,0.6593462631981525,LPS_D15_RAM
Fos,104,0.19771863117870722,26,0.049429657794676805,78,0.1482889733840304,63.0,0.5670735720457841,LPS_D15_RAM
Sp1,240,0.45627376425855515,26,0.049429657794676805,214,0.4068441064638783,2239.0,0.6642173157666028,LPS_D15_RAM
Cebpz,72,0.13688212927756654,19,0.03612167300380228,53,0.10076045627376426,195.0,0.31750881076595616,LPS_D15_RAM
Rfx5,50,0.09505703422053231,2,0.0038022813688212928,48,0.09125475285171103,400.0,0.23193319310856575,LPS_D15_RAM
Foxo1,10,0.019011406844106463,4,0.0076045627376425855,6,0.011406844106463879,77.0,0.18238092783587942,LPS_D15_RAM
Atf3,239,0.4543726235741445,37,0.07034220532319392,202,0.3840304182509506,3957.0,0.6117751376785798,LPS_D15_RAM
Stat3,151,0.2870722433460076,36,0.06844106463878327,115,0.21863117870722434,1689.0,0.33913303309176673,LPS_D15_RAM
Mt1,23,0.043726235741444866,23,0.043726235741444866,0,0.0,0.0,0.47570083105715677,LPS_D15_RAM
Pparg,71,0.13498098859315588,49,0.09315589353612168,22,0.04182509505703422,723.0,0.1869704707569899,LPS_D15_RAM
Ccl6,31,0.058935361216730035,31,0.058935361216730035,0,0.0,0.0,0.2144939260559628,LPS_D15_RAM
Nfyc,57,0.10836501901140684,15,0.028517110266159697,42,0.07984790874524715,952.0,0.2381152266902098,LPS_D15_RAM
Nfyb,55,0.10456273764258556,11,0.02091254752851711,44,0.08365019011406843,113.0,0.32716514348601566,LPS_D15_RAM
Max,160,0.3041825095057034,22,0.04182509505703422,138,0.2623574144486692,5074.0,0.32182300642853734,LPS_D15_RAM
Runx2,57,0.10836501901140684,29,0.055133079847908745,28,0.053231939163498096,697.0,0.17100285762699868,LPS_D15_RAM
Spp1,13,0.024714828897338403,13,0.024714828897338403,0,0.0,0.0,0.23043307371615607,LPS_D15_RAM
Runx3,28,0.053231939163498096,0,0.0,28,0.053231939163498096,0.0,0.07382595026731356,LPS_D15_RAM
Sp2,191,0.36311787072243346,14,0.026615969581749048,177,0.3365019011406844,3142.0,0.40797926555173686,LPS_D15_RAM
Zeb1,71,0.13498098859315588,0,0.0,71,0.13498098859315588,0.0,0.16977186318663665,LPS_D15_RAM
Cebpb,172,0.3269961977186312,57,0.10836501901140684,115,0.21863117870722434,2002.0,0.5422309576109768,LPS_D15_RAM
Psap,30,0.057034220532319393,30,0.057034220532319393,0,0.0,0.0,0.27564058817340836,LPS_D15_RAM
Spi1,62,0.11787072243346007,16,0.030418250950570342,46,0.08745247148288973,1003.0,0.24359483392772277,LPS_D15_RAM
Lyz2,10,0.019011406844106463,10,0.019011406844106463,0,0.0,0.0,0.08108859757781114,LPS_D15_RAM
Bach1,66,0.12547528517110265,40,0.07604562737642585,26,0.049429657794676805,1666.0,0.19325318316715118,LPS_D15_RAM
Mt2,58,0.11026615969581749,58,0.11026615969581749,0,0.0,0.0,0.6211151655450486,LPS_D15_RAM
Bhlhe41,77,0.14638783269961977,12,0.022813688212927757,65,0.12357414448669202,0.0,0.30730014104604386,LPS_D15_RAM
Fabp5,31,0.058935361216730035,31,0.058935361216730035,0,0.0,0.0,0.41654539887446457,LPS_D15_RAM
Mef2a,152,0.2889733840304182,30,0.057034220532319393,122,0.23193916349809887,1350.0,0.33255908833226794,LPS_D15_RAM
Usf1,128,0.24334600760456274,22,0.04182509505703422,106,0.20152091254752852,836.0,0.3333998575745765,LPS_D15_RAM
E2f7,144,0.2737642585551331,26,0.049429657794676805,118,0.22433460076045628,2832.0,0.25774678885358965,LPS_D15_RAM
Top2a,12,0.022813688212927757,12,0.022813688212927757,0,0.0,0.0,0.12586819738796037,LPS_D15_RAM
Nr3c1,152,0.2889733840304182,0,0.0,152,0.2889733840304182,0.0,0.32520241589402005,LPS_D15_RAM
Pou2f2,127,0.2414448669201521,0,0.0,127,0.2414448669201521,0.0,0.2991693815737533,LPS_D15_RAM
Mafb,46,0.08745247148288973,34,0.06463878326996197,12,0.022813688212927757,674.0,0.20556972232527554,LPS_D15_RAM
Egr1,207,0.3935361216730038,40,0.07604562737642585,167,0.31749049429657794,1129.0,0.417255006301948,LPS_D15_RAM
Cxcl2,39,0.0741444866920152,39,0.0741444866920152,0,0.0,0.0,0.46798944123790565,LPS_D15_RAM
Zbtb7a,229,0.435361216730038,27,0.051330798479087454,202,0.3840304182509506,815.0,0.643616577966046,LPS_D15_RAM
Zfp28,2,0.0038022813688212928,0,0.0,2,0.0038022813688212928,0.0,0.10322777327275802,LPS_D15_RAM
Ftl1,45,0.08555133079847908,45,0.08555133079847908,0,0.0,0.0,0.23067679617894127,LPS_D15_RAM
Tcf7l2,134,0.25475285171102663,34,0.06463878326996197,100,0.19011406844106463,1021.0,0.4335853354203416,LPS_D15_RAM
Fth1,44,0.08365019011406843,44,0.08365019011406843,0,0.0,0.0,0.3203130092727308,LPS_D15_RAM
Stat1,142,0.26996197718631176,39,0.0741444866920152,103,0.1958174904942966,722.0,0.2653895823580472,LPS_D15_RAM
Bclaf1,248,0.4714828897338403,32,0.060836501901140684,216,0.41064638783269963,2833.0,0.5258884769601478,LPS_D15_RAM
Malat1,32,0.060836501901140684,32,0.060836501901140684,0,0.0,0.0,0.2714798748033979,LPS_D15_RAM
Rxra,192,0.3650190114068441,0,0.0,192,0.3650190114068441,0.0,0.42567828427490195,LPS_D15_RAM
Tmsb4x,30,0.057034220532319393,30,0.057034220532319393,0,0.0,0.0,0.22505690912780105,LPS_D15_RAM
Foxm1,31,0.058935361216730035,27,0.051330798479087454,4,0.0076045627376425855,511.0,0.054237545047273884,LPS_D15_RAM
Cenpe,6,0.011406844106463879,6,0.011406844106463879,0,0.0,0.0,0.01720494030975448,LPS_D15_RAM
Gtf2i,59,0.11216730038022814,22,0.04182509505703422,37,0.07034220532319392,356.0,0.1466483809179326,LPS_D15_RAM
Atf1,75,0.14258555133079848,30,0.057034220532319393,45,0.08555133079847908,1074.0,0.17256071185067265,LPS_D15_RAM
Creb1,113,0.21482889733840305,27,0.051330798479087454,86,0.1634980988593156,2665.0,0.22992266327484565,LPS_D15_RAM
Pclaf,7,0.013307984790874524,7,0.013307984790874524,0,0.0,0.0,0.07022682260762352,LPS_D15_RAM
Zfp148,117,0.2224334600760456,25,0.04752851711026616,92,0.17490494296577946,3127.0,0.20372207434504977,LPS_D15_RAM
Junb,87,0.16539923954372623,40,0.07604562737642585,47,0.08935361216730038,1760.0,0.3433356480431792,LPS_D15_RAM
Maf,59,0.11216730038022814,18,0.034220532319391636,41,0.0779467680608365,816.0,0.14954637054576916,LPS_D15_RAM
Ctsd,36,0.06844106463878327,36,0.06844106463878327,0,0.0,0.0,0.21279422396739733,LPS_D15_RAM
Rel,60,0.11406844106463879,30,0.057034220532319393,30,0.057034220532319393,466.0,0.1386793782622107,LPS_D15_RAM
Pbx1,51,0.09695817490494296,33,0.06273764258555133,18,0.034220532319391636,277.0,0.16502482114733402,LPS_D15_RAM
Mmp8,9,0.017110266159695818,9,0.017110266159695818,0,0.0,0.0,0.04582968556960535,LPS_D15_RAM
Maz,147,0.279467680608365,39,0.0741444866920152,108,0.20532319391634982,2937.0,0.2253056968874386,LPS_D15_RAM
Mki67,34,0.06463878326996197,34,0.06463878326996197,0,0.0,0.0,0.2556994575865247,LPS_D15_RAM
Runx1,53,0.10076045627376426,48,0.09125475285171103,5,0.009505703422053232,481.0,0.16924254207719894,LPS_D15_RAM
S100a8,14,0.026615969581749048,14,0.026615969581749048,0,0.0,0.0,0.08868460437186536,LPS_D15_RAM
Hmgb2,42,0.07984790874524715,42,0.07984790874524715,0,0.0,0.0,0.23699241388242978,LPS_D15_RAM
Mbd2,159,0.30228136882129275,36,0.06844106463878327,123,0.2338403041825095,2224.0,0.2837140390208456,LPS_D15_RAM
Gabpa,158,0.30038022813688214,24,0.045627376425855515,134,0.25475285171102663,3630.0,0.264081581582142,LPS_D15_RAM
Hist1h2ap,21,0.039923954372623575,21,0.039923954372623575,0,0.0,0.0,0.17990987038821393,LPS_D15_RAM
Tfdp1,219,0.41634980988593157,32,0.060836501901140684,187,0.35551330798479086,1367.0,0.3171509650259752,LPS_D15_RAM
Mcm6,23,0.043726235741444866,23,0.043726235741444866,0,0.0,0.0,0.11632997529111541,LPS_D15_RAM
Ctcf,172,0.3269961977186312,32,0.060836501901140684,140,0.2661596958174905,1993.0,0.3634572657133135,LPS_D15_RAM
Mcm5,16,0.030418250950570342,16,0.030418250950570342,0,0.0,0.0,0.09332014964113525,LPS_D15_RAM
Mybl1,26,0.049429657794676805,3,0.005703422053231939,23,0.043726235741444866,25.0,0.05512627511055603,LPS_D15_RAM
Nusap1,18,0.034220532319391636,18,0.034220532319391636,0,0.0,0.0,0.07625297185142989,LPS_D15_RAM
Rrm2,7,0.013307984790874524,7,0.013307984790874524,0,0.0,0.0,0.045507538512388084,LPS_D15_RAM
Prc1,19,0.03612167300380228,19,0.03612167300380228,0,0.0,0.0,0.12077439225498493,LPS_D15_RAM
Nme2,39,0.0741444866920152,39,0.0741444866920152,0,0.0,0.0,0.22823689688430968,LPS_D15_RAM
Zfp36l2,35,0.06653992395437262,35,0.06653992395437262,0,0.0,0.0,0.12340318690255925,LPS_D15_RAM
Maff,124,0.23574144486692014,42,0.07984790874524715,82,0.155893536121673,5883.0,0.18473094079910854,LPS_D15_RAM
Srebf2,55,0.10456273764258556,39,0.0741444866920152,16,0.030418250950570342,460.0,0.1722910883635605,LPS_D15_RAM
Elf1,184,0.34980988593155893,0,0.0,184,0.34980988593155893,0.0,0.27721542241238967,LPS_D15_RAM
Ets1,159,0.30228136882129275,2,0.0038022813688212928,157,0.2984790874524715,600.0,0.17563568495968007,LPS_D15_RAM
Pura,68,0.12927756653992395,31,0.058935361216730035,37,0.07034220532319392,1636.0,0.1311715892981537,LPS_D15_RAM
Fli1,70,0.13307984790874525,0,0.0,70,0.13307984790874525,0.0,0.11194435653034825,LPS_D15_RAM
Nr4a2,47,0.08935361216730038,30,0.057034220532319393,17,0.03231939163498099,257.0,0.11625489991038906,LPS_D15_RAM
Cebpa,34,0.06463878326996197,26,0.049429657794676805,8,0.015209125475285171,1.0,0.14902916907312935,LPS_D15_RAM
Mtf1,82,0.155893536121673,15,0.028517110266159697,67,0.12737642585551331,835.0,0.14731747710748558,LPS_D15_RAM
Ccnb2,37,0.07034220532319392,37,0.07034220532319392,0,0.0,0.0,0.18157594405970912,LPS_D15_RAM
Cenpa,20,0.03802281368821293,20,0.03802281368821293,0,0.0,0.0,0.15759571210177936,LPS_D15_RAM
Mef2c,110,0.20912547528517111,1,0.0019011406844106464,109,0.20722433460076045,5.0,0.17878243219854376,LPS_D15_RAM
Kif15,30,0.057034220532319393,30,0.057034220532319393,0,0.0,0.0,0.2104246081510796,LPS_D15_RAM
Cdca8,15,0.028517110266159697,15,0.028517110266159697,0,0.0,0.0,0.07096824737247107,LPS_D15_RAM
Cenpf,26,0.049429657794676805,26,0.049429657794676805,0,0.0,0.0,0.2119146682849868,LPS_D15_RAM
Sub1,20,0.03802281368821293,20,0.03802281368821293,0,0.0,0.0,0.16966743894696992,LPS_D15_RAM
Stat4,14,0.026615969581749048,0,0.0,14,0.026615969581749048,0.0,0.02071672903622249,LPS_D15_RAM
Fgl2,10,0.019011406844106463,10,0.019011406844106463,0,0.0,0.0,0.04001157995736517,LPS_D15_RAM
Knl1,5,0.009505703422053232,5,0.009505703422053232,0,0.0,0.0,0.007623000212650412,LPS_D15_RAM
Actb,52,0.09885931558935361,52,0.09885931558935361,0,0.0,0.0,0.18673309516734138,LPS_D15_RAM
Ybx1,38,0.07224334600760456,24,0.045627376425855515,14,0.026615969581749048,33.0,0.13950346349559728,LPS_D15_RAM
Mcm7,34,0.06463878326996197,34,0.06463878326996197,0,0.0,0.0,0.09005489526932225,LPS_D15_RAM
Birc5,46,0.08745247148288973,46,0.08745247148288973,0,0.0,0.0,0.2084026588368059,LPS_D15_RAM
Nrf1,216,0.41064638783269963,25,0.04752851711026616,191,0.36311787072243346,4275.0,0.39802647141658515,LPS_D15_RAM
Hopx,37,0.07034220532319392,37,0.07034220532319392,0,0.0,0.0,0.13277542978518764,LPS_D15_RAM
Mis18bp1,28,0.053231939163498096,28,0.053231939163498096,0,0.0,0.0,0.1676425596486634,LPS_D15_RAM
E2f4,144,0.2737642585551331,18,0.034220532319391636,126,0.23954372623574144,4687.0,0.25485680366151486,LPS_D15_RAM
Jund,95,0.1806083650190114,0,0.0,95,0.1806083650190114,0.0,0.14301690349919802,LPS_D15_RAM
Jun,83,0.15779467680608364,49,0.09315589353612168,34,0.06463878326996197,939.0,0.23962888337138016,LPS_D15_RAM
Elf4,35,0.06653992395437262,3,0.005703422053231939,32,0.060836501901140684,583.0,0.04286979732096721,LPS_D15_RAM
Tsc22d3,20,0.03802281368821293,20,0.03802281368821293,0,0.0,0.0,0.12269855654300953,LPS_D15_RAM
Kif11,24,0.045627376425855515,24,0.045627376425855515,0,0.0,0.0,0.15449110345947306,LPS_D15_RAM
Ckap2l,14,0.026615969581749048,14,0.026615969581749048,0,0.0,0.0,0.04937307369375211,LPS_D15_RAM
Baz2b,10,0.019011406844106463,10,0.019011406844106463,0,0.0,0.0,0.05715388378369455,LPS_D15_RAM
Tpx2,39,0.0741444866920152,39,0.0741444866920152,0,0.0,0.0,0.19376275957580621,LPS_D15_RAM
Stmn1,59,0.11216730038022814,59,0.11216730038022814,0,0.0,0.0,0.23164344445950774,LPS_D15_RAM
Arnt,58,0.11026615969581749,14,0.026615969581749048,44,0.08365019011406843,382.0,0.10897734790636134,LPS_D15_RAM
Capn15,35,0.06653992395437262,35,0.06653992395437262,0,0.0,0.0,0.179626635176895,LPS_D15_RAM
Lrrfip1,47,0.08935361216730038,47,0.08935361216730038,0,0.0,0.0,0.17786418660310224,LPS_D15_RAM
Rrm1,15,0.028517110266159697,15,0.028517110266159697,0,0.0,0.0,0.08076643351476219,LPS_D15_RAM
Esrra,80,0.1520912547528517,24,0.045627376425855515,56,0.10646387832699619,599.0,0.15220609886564213,LPS_D15_RAM
Ccl3,12,0.022813688212927757,12,0.022813688212927757,0,0.0,0.0,0.06272510061266375,LPS_D15_RAM
Tfeb,47,0.08935361216730038,39,0.0741444866920152,8,0.015209125475285171,75.0,0.10140376909740358,LPS_D15_RAM
Lig1,37,0.07034220532319392,37,0.07034220532319392,0,0.0,0.0,0.0820731287515594,LPS_D15_RAM
Zbtb14,171,0.32509505703422054,13,0.024714828897338403,158,0.30038022813688214,2594.0,0.2970330632251602,LPS_D15_RAM
Mitf,40,0.07604562737642585,24,0.045627376425855515,16,0.030418250950570342,118.0,0.10351125706433045,LPS_D15_RAM
Hells,20,0.03802281368821293,20,0.03802281368821293,0,0.0,0.0,0.06179611836727717,LPS_D15_RAM
Plek,17,0.03231939163498099,17,0.03231939163498099,0,0.0,0.0,0.04596899620270732,LPS_D15_RAM
Dut,17,0.03231939163498099,17,0.03231939163498099,0,0.0,0.0,0.06372445605176713,LPS_D15_RAM
Nr4a1,51,0.09695817490494296,34,0.06463878326996197,17,0.03231939163498099,848.0,0.16092232887068175,LPS_D15_RAM
Plscr1,26,0.049429657794676805,26,0.049429657794676805,0,0.0,0.0,0.10613126403175749,LPS_D15_RAM
Rreb1,66,0.12547528517110265,34,0.06463878326996197,32,0.060836501901140684,1250.0,0.1119692632993428,LPS_D15_RAM
Prdm1,98,0.18631178707224336,25,0.04752851711026616,73,0.13878326996197718,123.0,0.23497106348775346,LPS_D15_RAM
E2f8,11,0.02091254752851711,5,0.009505703422053232,6,0.011406844106463879,6.0,0.022688095953074684,LPS_D15_RAM
Esco2,13,0.024714828897338403,13,0.024714828897338403,0,0.0,0.0,0.045986129362356326,LPS_D15_RAM
Hmmr,23,0.043726235741444866,23,0.043726235741444866,0,0.0,0.0,0.09426447047127642,LPS_D15_RAM
Pbx2,24,0.045627376425855515,0,0.0,24,0.045627376425855515,0.0,0.027661299743646416,LPS_D15_RAM
Zfp36l1,45,0.08555133079847908,45,0.08555133079847908,0,0.0,0.0,0.1289259759649552,LPS_D15_RAM
Smad1,226,0.4296577946768061,16,0.030418250950570342,210,0.39923954372623577,663.0,0.36053021580755784,LPS_D15_RAM
Aspm,48,0.09125475285171103,48,0.09125475285171103,0,0.0,0.0,0.19093854699870053,LPS_D15_RAM
Nfix,10,0.019011406844106463,0,0.0,10,0.019011406844106463,0.0,0.02025838949100043,LPS_D15_RAM
Kif20b,22,0.04182509505703422,22,0.04182509505703422,0,0.0,0.0,0.093045118929444,LPS_D15_RAM
Egr2,119,0.2262357414448669,29,0.055133079847908745,90,0.17110266159695817,1118.0,0.2524268462222159,LPS_D15_RAM
Yy1,233,0.4429657794676806,36,0.06844106463878327,197,0.3745247148288973,3655.0,0.3322264792796868,LPS_D15_RAM
Gbp2,23,0.043726235741444866,23,0.043726235741444866,0,0.0,0.0,0.04525997394900601,LPS_D15_RAM
Nfkb2,49,0.09315589353612168,10,0.019011406844106463,39,0.0741444866920152,479.0,0.12185661086544775,LPS_D15_RAM
Kif23,29,0.055133079847908745,29,0.055133079847908745,0,0.0,0.0,0.13438357796863515,LPS_D15_RAM
Cebpg,38,0.07224334600760456,36,0.06844106463878327,2,0.0038022813688212928,1.0,0.07776534345659421,LPS_D15_RAM
Nfkbiz,23,0.043726235741444866,23,0.043726235741444866,0,0.0,0.0,0.07792111280525396,LPS_D15_RAM
Hist1h1e,24,0.045627376425855515,24,0.045627376425855515,0,0.0,0.0,0.11296574182577021,LPS_D15_RAM
Mlx,37,0.07034220532319392,0,0.0,37,0.07034220532319392,0.0,0.06821758145660173,LPS_D15_RAM
Tfe3,32,0.060836501901140684,22,0.04182509505703422,10,0.019011406844106463,1081.0,0.07286603668481324,LPS_D15_RAM
Stat2,112,0.21292775665399238,19,0.03612167300380228,93,0.17680608365019013,3028.0,0.14091993588474938,LPS_D15_RAM
Ifi204,12,0.022813688212927757,12,0.022813688212927757,0,0.0,0.0,0.02673150775775663,LPS_D15_RAM
Iqgap3,18,0.034220532319391636,18,0.034220532319391636,0,0.0,0.0,0.05729517287605512,LPS_D15_RAM
Wdhd1,2,0.0038022813688212928,2,0.0038022813688212928,0,0.0,0.0,0.028483920000911163,LPS_D15_RAM
Cdca3,43,0.0817490494296578,43,0.0817490494296578,0,0.0,0.0,0.17380118385610896,LPS_D15_RAM
Ccrl2,35,0.06653992395437262,35,0.06653992395437262,0,0.0,0.0,0.11848345923166057,LPS_D15_RAM
Rest,145,0.27566539923954375,0,0.0,145,0.27566539923954375,0.0,0.2023751492454798,LPS_D15_RAM
Rela,68,0.12927756653992395,33,0.06273764258555133,35,0.06653992395437262,1361.0,0.11131607697873544,LPS_D15_RAM
Cit,25,0.04752851711026616,25,0.04752851711026616,0,0.0,0.0,0.11721781973934894,LPS_D15_RAM
